codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,01022,01023,01027,01028,01024,01026,01025,01021
07,015,ESCALANTE,2455,60463,0,0,33,132,16,24,12,9,12,4,9
07,015,ESCALANTE,2455,60501,0,0,41,132,27,17,4,6,12,3,9
07,001,RAWSON,2361,59474,0,0,37,131,0,12,5,0,32,17,14
07,002,BIEDMA,2371,59662,0,0,33,131,26,3,9,14,17,6,19
07,002,BIEDMA,2374,59711,0,0,46,131,10,2,6,18,14,12,22
07,005,CUSHAMEN,2379,59758,0,0,48,131,16,6,6,15,11,3,8
07,006,FUTALEUFÚ,2390,59851,0,0,27,131,20,4,6,23,6,12,10
07,015,ESCALANTE,2441,60169,0,0,38,131,43,8,9,3,10,9,4
07,015,ESCALANTE,2442,60182,0,0,34,131,29,17,10,8,6,7,14
07,015,ESCALANTE,2449,60301,0,0,23,131,24,12,9,14,12,4,10
07,015,ESCALANTE,2449,60303,0,0,26,131,29,16,4,8,8,0,13
07,015,ESCALANTE,2451,60372,0,0,50,131,36,12,5,9,18,10,8
07,015,ESCALANTE,2451,60373,0,0,32,131,29,10,10,10,23,8,12
07,015,ESCALANTE,2451,60382,0,0,45,131,0,23,10,0,2,0,9
07,015,ESCALANTE,2455,60470,0,0,38,131,18,6,9,0,7,10,12
07,015,ESCALANTE,2455,60493,0,0,27,131,20,24,19,9,11,11,7
07,001,RAWSON,2361,59480,0,0,40,130,16,8,5,12,28,8,0
07,001,RAWSON,2361,59482,0,0,40,130,8,8,1,7,27,7,11
07,002,BIEDMA,2371,59645,0,0,32,130,20,2,5,6,25,17,15
07,002,BIEDMA,2371,59658,0,0,32,130,15,1,4,21,16,9,16
07,002,BIEDMA,2371,59671,0,0,32,130,10,1,3,8,35,8,17
07,002,BIEDMA,2371,59685,0,0,29,130,15,1,12,22,17,6,20
07,002,BIEDMA,2374,59716,0,0,40,130,18,4,1,15,12,16,24
07,002,BIEDMA,2374,59728,0,0,34,130,20,4,2,7,27,8,26
07,015,ESCALANTE,2438,60120,0,0,35,130,31,14,4,9,7,1,6
07,015,ESCALANTE,2439,60130,0,0,0,130,18,10,4,8,8,11,4
07,015,ESCALANTE,2441,60173,0,0,50,130,38,7,4,14,11,8,5
07,015,ESCALANTE,2450,60332,0,0,51,130,28,5,13,9,9,6,10
07,001,RAWSON,2361,59484,0,0,39,129,10,18,3,10,33,4,6
07,001,RAWSON,2361,59490,0,0,31,129,15,16,9,1,31,5,6
07,002,BIEDMA,2371,59646,0,0,0,129,12,5,0,12,35,13,0
07,002,BIEDMA,2371,59666,0,0,0,129,22,2,11,15,23,5,12
07,002,BIEDMA,2371,59675,0,0,30,129,22,5,5,18,22,3,16
07,002,BIEDMA,2374,59710,0,0,33,129,12,3,4,4,22,10,17
07,002,BIEDMA,2374,59721,0,0,40,129,12,5,2,16,21,4,20
07,002,BIEDMA,2374,59731,0,0,32,129,12,2,7,18,31,9,22
07,006,FUTALEUFÚ,2397,59913,0,0,34,129,17,1,5,18,2,10,12
07,006,FUTALEUFÚ,2399,59931,0,0,23,58,8,129,7,5,1,3,15
07,015,ESCALANTE,2441,60165,0,0,40,129,37,17,5,13,9,2,10
07,015,ESCALANTE,2451,60366,0,0,30,129,21,14,4,10,17,5,17
07,015,ESCALANTE,2455,60474,0,0,41,129,0,15,9,29,7,7,10
07,015,ESCALANTE,2455,60499,0,0,39,129,25,10,8,7,17,3,6
07,002,BIEDMA,2369,59589,0,0,19,128,20,3,2,36,9,9,34
07,005,CUSHAMEN,2378,59751,0,0,21,128,4,7,2,17,16,4,8
07,005,CUSHAMEN,2379,59754,0,0,53,128,16,0,1,15,12,3,11
07,015,ESCALANTE,2441,60154,0,0,34,128,55,12,1,12,4,9,3
07,015,ESCALANTE,2449,60300,0,0,0,128,17,1,9,6,13,6,10
07,015,ESCALANTE,2449,60318,0,0,32,128,34,12,6,7,15,8,7
07,015,ESCALANTE,2450,60323,0,0,46,128,29,21,12,10,10,5,8
07,015,ESCALANTE,2451,60340,0,0,35,128,37,13,4,5,13,5,14
07,015,ESCALANTE,2451,60345,0,0,45,128,37,11,6,11,14,6,10
07,015,ESCALANTE,2451,60358,0,0,51,128,23,15,3,11,13,9,2
07,001,RAWSON,2344,59289,0,0,31,127,14,12,6,11,36,9,14
07,002,BIEDMA,2371,59648,0,0,1,127,31,1,1,6,22,0,19
07,002,BIEDMA,2371,59665,0,0,36,127,19,1,5,8,22,15,13
07,002,BIEDMA,2371,59677,0,0,46,127,13,2,5,26,16,7,19
07,002,BIEDMA,2374,59713,0,0,32,127,21,2,7,15,18,9,13
07,008,TEHUELCHES,2407,59941,0,0,24,127,25,10,0,7,21,10,12
07,008,TEHUELCHES,2408,59949,0,0,22,127,19,1,1,15,5,9,11
07,015,ESCALANTE,2439,60135,0,0,0,127,26,15,11,7,12,7,4
07,015,ESCALANTE,2451,60385,0,0,53,127,27,18,8,8,14,3,7
07,015,ESCALANTE,2454,60446,0,0,25,127,25,0,0,0,0,7,0
07,015,ESCALANTE,2455,60489,0,0,43,127,19,19,5,6,15,11,9
07,015,ESCALANTE,2455,60510,0,0,0,127,26,12,10,6,7,3,5
07,005,CUSHAMEN,2379,59752,0,0,48,126,21,3,0,23,9,8,9
07,006,FUTALEUFÚ,2390,59841,0,0,30,126,26,9,11,16,4,14,12
07,015,ESCALANTE,2441,60160,0,0,55,126,50,0,12,8,0,0,10
07,015,ESCALANTE,2441,60172,0,0,55,126,33,9,3,8,5,0,12
07,015,ESCALANTE,2442,60188,0,0,10,126,44,5,4,51,10,7,13
07,015,ESCALANTE,2449,60308,0,0,29,126,26,21,13,6,11,0,9
07,015,ESCALANTE,2449,60309,0,0,38,126,16,15,0,4,13,0,9
07,015,ESCALANTE,2451,60364,0,0,37,126,38,20,9,4,9,7,13
07,015,ESCALANTE,2451,60383,0,0,51,126,48,13,5,5,9,3,13
07,015,ESCALANTE,2454,60439,0,0,1,126,24,11,10,19,15,4,16
07,015,ESCALANTE,2454,60448,0,0,26,126,34,11,8,7,8,5,10
07,001,RAWSON,2344,59290,0,0,3,125,12,10,13,14,36,4,0
07,001,RAWSON,2361,59481,0,0,46,125,12,9,7,10,31,6,10
07,002,BIEDMA,2369,59586,0,0,5,125,24,1,4,27,13,8,34
07,002,BIEDMA,2371,59647,0,0,39,125,13,1,5,9,21,5,21
07,005,CUSHAMEN,2379,59760,0,0,46,125,17,6,3,14,17,6,8
07,005,CUSHAMEN,2379,59763,0,0,48,125,20,4,1,21,12,6,8
07,006,FUTALEUFÚ,2389,59817,0,0,27,125,26,11,5,29,2,20,15
07,014,SARMIENTO,2429,60036,0,0,3,125,13,21,1,11,17,1,5
07,015,ESCALANTE,2441,60176,0,0,49,125,35,13,7,9,9,12,13
07,015,ESCALANTE,2447,60271,0,0,21,125,30,11,7,11,11,7,4
07,015,ESCALANTE,2449,60311,0,0,37,125,28,10,9,2,7,4,5
07,015,ESCALANTE,2449,60312,0,0,35,125,23,23,6,6,10,0,6
07,015,ESCALANTE,2449,60317,0,0,35,125,32,12,4,9,17,7,5
07,015,ESCALANTE,2451,60388,0,0,38,125,37,9,8,10,11,8,11
07,015,ESCALANTE,2454,60440,0,0,25,125,35,18,5,7,9,7,8
07,015,ESCALANTE,2455,60458,0,0,0,125,14,19,9,12,13,6,7
07,001,RAWSON,2361,59477,0,0,37,124,7,9,9,9,33,7,8
07,001,RAWSON,2364,59521,0,0,28,124,17,7,6,12,32,10,16
07,002,BIEDMA,2369,59609,0,0,27,124,31,3,1,19,18,7,23
07,002,BIEDMA,2371,59642,0,0,26,124,11,1,7,23,25,9,17
07,002,BIEDMA,2371,59644,0,0,29,124,16,5,4,13,28,8,18
07,002,BIEDMA,2371,59670,0,0,26,124,16,3,31,17,14,4,16
07,002,BIEDMA,2371,59678,0,0,36,124,14,5,5,10,20,17,22
07,005,CUSHAMEN,2384,59802,0,0,20,124,15,17,2,17,1,12,16
07,005,CUSHAMEN,2387,59810,0,0,26,124,14,30,2,16,0,6,6
07,015,ESCALANTE,2449,60315,0,0,43,124,18,6,6,4,16,9,6
07,015,ESCALANTE,2451,60376,0,0,26,124,34,19,4,9,9,4,14
07,015,ESCALANTE,2454,60447,0,0,36,124,8,9,7,24,16,6,9
07,015,ESCALANTE,2455,60508,0,0,76,124,0,10,7,1,13,4,9
07,005,CUSHAMEN,2379,59757,0,0,44,123,19,3,0,26,9,6,6
07,006,FUTALEUFÚ,2390,59836,0,0,19,123,36,11,0,31,4,15,20
07,006,FUTALEUFÚ,2390,59855,0,0,33,123,17,9,3,36,3,7,7
07,015,ESCALANTE,2441,60145,0,0,33,123,37,17,10,10,12,11,12
07,015,ESCALANTE,2441,60158,0,0,5,123,39,13,4,36,9,12,10
07,002,BIEDMA,2371,59651,0,0,44,122,22,3,3,16,24,10,23
07,002,BIEDMA,2371,59652,0,0,0,122,22,8,7,11,22,8,12
07,005,CUSHAMEN,2378,59748,0,0,28,122,19,5,4,27,20,7,1
07,005,CUSHAMEN,2382,59784,0,0,0,122,8,22,1,18,2,6,10
07,006,FUTALEUFÚ,2390,59846,0,0,20,122,26,11,3,22,3,11,26
07,006,FUTALEUFÚ,2390,59848,0,0,37,122,26,11,1,28,0,5,18
07,006,FUTALEUFÚ,2391,59864,0,0,32,122,17,9,5,27,4,8,14
07,015,ESCALANTE,2441,60151,0,0,39,122,53,10,8,8,7,9,14
07,015,ESCALANTE,2441,60167,0,0,34,122,40,14,2,15,10,9,8
07,015,ESCALANTE,2451,60355,0,0,0,122,35,11,10,5,15,0,14
07,015,ESCALANTE,2451,60369,0,0,48,122,21,12,2,8,16,7,18
07,001,RAWSON,2346,59314,0,0,28,121,12,14,10,28,24,11,12
07,001,RAWSON,2348,59357,0,0,41,121,18,3,4,25,23,15,13
07,002,BIEDMA,2371,59654,0,0,37,121,18,7,3,21,16,12,18
07,002,BIEDMA,2374,59718,0,0,30,121,12,2,5,25,17,11,17
07,006,FUTALEUFÚ,2391,59884,0,0,23,121,34,9,4,37,4,14,17
07,006,FUTALEUFÚ,2397,59911,0,0,46,121,12,7,1,23,3,15,15
07,006,FUTALEUFÚ,2397,59922,0,0,26,121,31,3,3,26,3,12,15
07,015,ESCALANTE,2438,60117,0,0,30,121,41,12,7,8,8,3,7
07,015,ESCALANTE,2441,60150,0,0,45,121,37,11,9,12,16,15,9
07,015,ESCALANTE,2441,60163,0,0,26,121,43,15,11,12,8,12,12
07,015,ESCALANTE,2449,60313,0,0,52,121,20,12,6,6,6,9,6
07,015,ESCALANTE,2450,60328,0,0,44,121,33,12,5,1,11,0,16
07,015,ESCALANTE,2451,60350,0,0,35,121,41,13,9,9,8,9,17
07,015,ESCALANTE,2451,60351,0,0,41,121,45,11,2,12,11,11,0
07,015,ESCALANTE,2453,60424,0,0,38,121,48,10,20,5,12,0,28
07,015,ESCALANTE,2453,60425,0,0,31,121,51,14,7,7,11,5,9
07,015,ESCALANTE,2455,60453,0,0,121,58,0,11,10,2,17,5,3
07,001,RAWSON,2344,59283,0,0,22,120,16,13,7,8,39,12,15
07,001,RAWSON,2361,59491,0,0,29,120,12,8,6,7,35,10,14
07,002,BIEDMA,2369,59601,0,0,30,120,30,4,4,29,11,7,25
07,002,BIEDMA,2371,59638,0,0,0,120,19,2,10,7,18,10,11
07,002,BIEDMA,2371,59650,0,0,0,120,16,2,5,15,22,5,21
07,005,CUSHAMEN,2379,59761,0,0,25,120,22,2,1,16,11,4,24
07,014,SARMIENTO,2431,60048,0,0,45,120,9,11,0,5,12,0,6
07,015,ESCALANTE,2435,60092,0,0,43,120,24,8,3,11,21,4,7
07,015,ESCALANTE,2441,60141,0,0,47,120,40,7,9,6,10,8,8
07,015,ESCALANTE,2441,60177,0,0,27,120,45,5,6,5,9,6,13
07,015,ESCALANTE,2447,60273,0,0,4,120,30,7,6,16,8,7,0
07,015,ESCALANTE,2451,60361,0,0,56,120,40,13,8,6,19,6,0
07,015,ESCALANTE,2453,60412,0,0,32,120,60,9,14,7,13,4,13
07,001,RAWSON,2346,59309,0,0,33,119,22,4,8,16,31,7,9
07,001,RAWSON,2347,59326,0,0,27,119,21,14,6,7,35,19,14
07,002,BIEDMA,2371,59656,0,0,41,119,19,4,4,17,23,7,9
07,002,BIEDMA,2371,59674,0,0,41,119,16,4,16,13,26,12,20
07,002,BIEDMA,2374,59726,0,0,2,119,18,2,8,15,19,15,17
07,006,FUTALEUFÚ,2389,59826,0,0,36,119,26,7,3,29,6,12,18
07,015,ESCALANTE,2448,60279,0,0,32,119,44,15,6,6,10,2,5
07,015,ESCALANTE,2448,60288,0,0,36,119,24,11,7,8,13,7,13
07,015,ESCALANTE,2449,60307,0,0,41,119,32,10,3,2,15,0,15
07,015,ESCALANTE,2450,60322,0,0,38,119,4,10,12,33,13,3,14
07,015,ESCALANTE,2451,60349,0,0,36,119,22,11,10,10,11,9,6
07,015,ESCALANTE,2455,60455,0,0,3,0,119,8,11,5,20,7,2
07,015,ESCALANTE,2455,60477,0,0,58,119,14,16,5,14,7,0,7
07,001,RAWSON,2347,59324,0,0,20,118,24,10,4,12,47,4,16
07,002,BIEDMA,2370,59634,0,0,19,118,34,0,3,29,16,9,26
07,002,BIEDMA,2371,59653,0,0,28,118,17,2,6,24,22,15,9
07,005,CUSHAMEN,2382,59776,0,0,47,118,15,26,1,18,8,3,6
07,006,FUTALEUFÚ,2391,59869,0,0,21,118,24,9,4,39,2,15,12
07,014,SARMIENTO,2428,60024,0,0,32,118,16,19,0,19,2,5,6
07,015,ESCALANTE,2437,60111,0,0,3,118,55,10,6,8,10,2,14
07,015,ESCALANTE,2449,60310,0,0,0,118,19,0,5,7,12,3,14
07,015,ESCALANTE,2451,60375,0,0,47,118,27,8,7,13,12,4,7
07,015,ESCALANTE,2451,60379,0,0,31,118,25,16,10,11,22,7,7
07,015,ESCALANTE,2453,60405,0,0,26,118,49,7,8,17,9,7,11
07,015,ESCALANTE,2455,60505,0,0,4,118,19,17,6,6,24,9,5
